vessel,begin_date,end_date,begin_port_id,end_port_id
68,2019-07-12,2019-07-24,104.0,54.0
68,2019-07-25,2019-08-07,54.0,104.0
68,2019-08-08,2019-08-22,104.0,54.0
68,2019-08-22,2019-09-05,54.0,104.0
68,2019-09-06,2019-09-17,104.0,90.0
68,2019-09-21,2019-09-22,90.0,54.0
68,2019-09-23,2019-09-26,54.0,90.0
68,2019-10-03,2019-10-16,90.0,104.0
68,2019-10-17,2019-10-29,104.0,54.0
68,2019-10-30,2019-11-01,54.0,90.0
68,2019-11-02,2019-11-08,90.0,34.0
68,2019-11-10,2019-11-24,34.0,104.0
69,2019-01-06,2019-01-20,14.0,104.0
69,2019-01-21,2019-01-31,104.0,14.0
69,2019-02-01,2019-02-13,14.0,104.0
69,2019-02-14,2019-02-25,104.0,149.0
69,2019-02-27,2019-03-10,149.0,104.0
69,2019-03-12,2019-03-24,104.0,14.0
69,2019-03-26,2019-04-08,14.0,104.0
69,2019-04-11,2019-04-23,104.0,149.0
69,2019-04-24,2019-05-05,149.0,104.0
69,2019-05-07,2019-05-17,104.0,14.0
69,2019-05-18,2019-05-28,14.0,104.0
69,2019-06-22,2019-07-03,104.0,13.0
69,2019-07-04,2019-07-15,13.0,104.0
69,2019-07-17,2019-07-28,104.0,88.0
69,2019-07-29,2019-08-09,88.0,104.0
69,2019-08-11,2019-08-22,104.0,14.0
69,2019-08-23,2019-09-06,14.0,104.0
69,2019-09-07,2019-09-17,104.0,14.0
69,2019-09-18,2019-09-30,14.0,104.0
69,2019-10-01,2019-10-12,104.0,14.0
69,2019-10-12,2019-10-24,14.0,104.0
69,2019-11-19,2019-11-30,104.0,88.0
69,2019-12-01,2019-12-12,88.0,104.0
70,2019-01-01,2019-01-10,13.0,104.0
70,2019-01-10,2019-01-22,104.0,149.0
70,2019-01-24,2019-02-07,149.0,104.0
70,2019-02-08,2019-02-19,104.0,14.0
70,2019-02-20,2019-03-04,14.0,104.0
70,2019-03-05,2019-03-16,104.0,149.0
70,2019-03-18,2019-04-02,149.0,104.0
70,2019-04-03,2019-04-15,104.0,149.0
70,2019-04-17,2019-04-28,149.0,104.0
70,2019-04-28,2019-05-11,104.0,149.0
70,2019-05-13,2019-05-22,149.0,54.0
70,2019-06-17,2019-06-18,54.0,115.0
70,2019-06-19,2019-06-29,115.0,104.0
70,2019-07-23,2019-08-03,104.0,14.0
70,2019-08-04,2019-08-16,14.0,104.0
70,2019-08-17,2019-08-29,104.0,149.0
70,2019-08-30,2019-09-13,149.0,104.0
70,2019-09-14,2019-09-25,104.0,14.0
70,2019-09-26,2019-10-08,14.0,104.0
70,2019-10-09,2019-10-20,104.0,149.0
70,2019-10-21,2019-11-02,149.0,104.0
70,2019-11-03,2019-11-14,104.0,14.0
70,2019-11-15,2019-11-26,14.0,104.0
70,2019-11-27,2019-12-11,104.0,149.0
71,2019-02-02,2019-02-07,72.0,34.0
71,2019-02-19,2019-02-22,34.0,72.0
71,2019-05-16,2019-05-28,72.0,104.0
71,2019-06-11,2019-06-23,104.0,13.0
71,2019-06-26,2019-07-08,13.0,32.0
71,2019-07-09,2019-07-18,32.0,58.0
71,2019-07-19,2019-07-31,58.0,104.0
71,2019-08-01,2019-08-20,104.0,13.0
71,2019-08-22,2019-09-01,13.0,104.0
71,2019-09-02,2019-09-18,104.0,34.0
71,2019-09-19,2019-09-23,34.0,75.0
71,2019-09-25,2019-10-05,75.0,32.0
71,2019-10-06,2019-10-16,32.0,70.0
71,2019-10-23,2019-11-03,70.0,104.0
71,2019-11-04,2019-11-19,104.0,70.0
71,2019-11-22,2019-12-13,70.0,104.0
71,2019-12-14,2019-12-24,104.0,76.0
72,2019-01-01,2019-01-07,21.0,104.0
72,2019-01-08,2019-01-18,104.0,14.0
72,2019-01-19,2019-02-04,14.0,104.0
72,2019-02-05,2019-02-16,104.0,14.0
72,2019-02-17,2019-03-01,14.0,104.0
72,2019-03-02,2019-03-12,104.0,14.0
72,2019-03-13,2019-03-22,14.0,104.0
72,2019-03-23,2019-04-03,104.0,149.0
72,2019-04-05,2019-04-20,149.0,104.0
72,2019-04-21,2019-05-01,104.0,149.0
72,2019-05-03,2019-05-16,149.0,104.0
72,2019-05-17,2019-05-28,104.0,14.0
72,2019-05-29,2019-06-07,14.0,104.0
72,2019-06-08,2019-06-19,104.0,88.0
72,2019-06-20,2019-07-06,88.0,104.0
72,2019-07-07,2019-07-20,104.0,149.0
72,2019-07-21,2019-08-01,149.0,104.0
72,2019-08-02,2019-08-12,104.0,34.0
72,2019-08-13,2019-08-14,34.0,14.0
72,2019-08-15,2019-08-24,14.0,104.0
72,2019-09-20,2019-09-30,104.0,14.0
72,2019-10-01,2019-10-14,14.0,104.0
72,2019-10-15,2019-10-26,104.0,14.0
72,2019-10-26,2019-11-08,14.0,104.0
72,2019-11-09,2019-11-22,104.0,149.0
72,2019-11-23,2019-12-05,149.0,104.0
72,2019-12-06,2019-12-17,104.0,14.0
73,2019-03-11,2019-03-23,100.0,76.0
73,2019-03-24,2019-04-01,76.0,156.0
73,2019-04-03,2019-04-14,156.0,14.0
73,2019-04-15,2019-04-20,14.0,154.0
73,2019-04-21,2019-05-03,154.0,156.0
73,2019-05-05,2019-05-15,156.0,7.0
73,2019-05-15,2019-05-16,7.0,154.0
73,2019-05-17,2019-05-26,154.0,32.0
73,2019-06-20,2019-06-21,32.0,99.0
73,2019-07-19,2019-07-25,99.0,115.0
73,2019-08-02,2019-08-09,115.0,92.0
73,2019-08-12,2019-08-22,92.0,13.0
73,2019-08-23,2019-09-03,13.0,100.0
73,2019-09-07,2019-09-29,100.0,104.0
73,2019-10-05,2019-11-10,104.0,138.0
73,2019-11-12,2019-11-26,138.0,27.0
73,2019-11-27,2019-12-14,27.0,138.0
73,2019-12-18,2019-12-31,138.0,15.0
74,2019-01-17,2019-02-10,138.0,55.0
74,2019-02-15,2019-03-27,55.0,99.0
74,2019-04-05,2019-04-05,99.0,32.0
74,2019-04-06,2019-04-17,32.0,98.0
74,2019-04-18,2019-05-05,98.0,100.0
74,2019-05-27,2019-05-30,100.0,32.0
74,2019-05-31,2019-06-12,32.0,100.0
74,2019-06-16,2019-06-21,100.0,115.0
74,2019-06-22,2019-08-04,115.0,104.0
74,2019-08-05,2019-08-16,104.0,13.0
74,2019-08-19,2019-08-31,13.0,99.0
74,2019-09-01,2019-09-02,99.0,32.0
74,2019-09-03,2019-09-13,32.0,22.0
74,2019-09-14,2019-09-27,22.0,104.0
74,2019-09-29,2019-10-19,104.0,13.0
74,2019-10-23,2019-11-18,13.0,55.0
74,2019-11-19,2019-12-16,55.0,40.0
75,2019-08-28,2019-09-09,72.0,54.0
75,2019-09-21,2019-09-22,54.0,115.0
75,2019-09-25,2019-11-01,115.0,104.0
75,2019-11-07,2019-11-20,104.0,149.0
75,2019-11-22,2019-12-06,149.0,104.0
75,2019-12-07,2019-12-18,104.0,149.0
76,2019-01-11,2019-01-26,13.0,104.0
76,2019-01-27,2019-02-07,104.0,115.0
76,2019-02-09,2019-02-20,115.0,73.0
76,2019-02-21,2019-03-03,73.0,98.0
76,2019-03-06,2019-03-12,98.0,92.0
76,2019-03-13,2019-03-28,92.0,32.0
76,2019-03-29,2019-04-11,32.0,76.0
76,2019-04-12,2019-04-23,76.0,104.0
76,2019-04-24,2019-05-05,104.0,76.0
76,2019-05-06,2019-05-17,76.0,104.0
76,2019-05-17,2019-06-19,104.0,139.0
76,2019-08-27,2019-09-09,139.0,54.0
76,2019-09-12,2019-09-12,54.0,115.0
76,2019-09-14,2019-09-15,115.0,54.0
76,2019-09-19,2019-09-25,54.0,115.0
76,2019-11-04,2019-11-20,115.0,100.0
76,2019-11-25,2019-12-07,100.0,139.0
77,2019-01-02,2019-01-12,104.0,14.0
77,2019-01-14,2019-01-26,14.0,104.0
77,2019-01-27,2019-02-09,104.0,149.0
77,2019-02-11,2019-02-24,149.0,104.0
77,2019-02-25,2019-03-07,104.0,14.0
77,2019-03-08,2019-03-19,14.0,104.0
77,2019-03-20,2019-03-30,104.0,14.0
77,2019-03-31,2019-04-13,14.0,104.0
77,2019-04-15,2019-04-27,104.0,14.0
77,2019-04-28,2019-05-09,14.0,104.0
77,2019-05-10,2019-05-21,104.0,14.0
77,2019-05-21,2019-06-04,14.0,104.0
77,2019-06-05,2019-06-15,104.0,14.0
77,2019-06-16,2019-06-27,14.0,104.0
77,2019-06-28,2019-07-10,104.0,149.0
77,2019-07-12,2019-07-25,149.0,104.0
77,2019-07-26,2019-08-07,104.0,149.0
77,2019-08-08,2019-08-21,149.0,104.0
77,2019-08-22,2019-09-02,104.0,14.0
77,2019-09-02,2019-09-16,14.0,104.0
77,2019-09-17,2019-09-28,104.0,149.0
77,2019-09-29,2019-10-11,149.0,104.0
77,2019-10-12,2019-10-22,104.0,149.0
77,2019-10-24,2019-10-27,149.0,34.0
77,2019-10-27,2019-11-06,34.0,104.0
77,2019-11-07,2019-11-18,104.0,14.0
77,2019-11-19,2019-12-01,14.0,104.0
77,2019-12-03,2019-12-13,104.0,14.0
78,2019-01-20,2019-01-31,149.0,104.0
78,2019-02-02,2019-04-06,104.0,34.0
78,2019-04-08,2019-04-11,34.0,152.0
78,2019-04-13,2019-06-22,152.0,154.0
78,2019-06-23,2019-06-27,154.0,115.0
78,2019-07-01,2019-07-16,115.0,104.0
78,2019-07-19,2019-07-31,104.0,13.0
78,2019-08-01,2019-08-12,13.0,104.0
78,2019-08-14,2019-08-31,104.0,76.0
78,2019-09-03,2019-09-16,76.0,32.0
78,2019-09-17,2019-09-27,32.0,76.0
78,2019-09-28,2019-10-15,76.0,73.0
78,2019-10-16,2019-10-27,73.0,58.0
79,2019-01-03,2019-01-15,104.0,13.0
79,2019-01-16,2019-01-27,13.0,104.0
79,2019-01-29,2019-02-11,104.0,152.0
79,2019-02-12,2019-03-02,152.0,104.0
79,2019-03-03,2019-03-16,104.0,13.0
79,2019-03-18,2019-03-23,13.0,115.0
79,2019-03-24,2019-03-30,115.0,32.0
79,2019-03-31,2019-04-10,32.0,98.0
79,2019-04-12,2019-04-25,98.0,99.0
79,2019-04-30,2019-05-11,99.0,51.0
79,2019-05-12,2019-05-24,51.0,104.0
79,2019-06-01,2019-06-11,104.0,13.0
79,2019-06-13,2019-06-25,13.0,104.0
79,2019-06-26,2019-07-07,104.0,115.0
79,2019-07-10,2019-07-16,115.0,99.0
79,2019-07-17,2019-08-04,99.0,149.0
79,2019-08-06,2019-08-19,149.0,104.0
79,2019-08-20,2019-09-08,104.0,13.0
79,2019-09-10,2019-09-18,13.0,100.0
79,2019-10-09,2019-10-11,100.0,177.0
79,2019-10-13,2019-10-23,177.0,152.0
79,2019-10-25,2019-11-01,152.0,115.0
79,2019-11-02,2019-11-08,115.0,100.0
79,2019-11-13,2019-11-17,100.0,177.0
79,2019-11-18,2019-11-25,177.0,115.0
79,2019-11-28,2019-12-05,115.0,58.0
81,2019-01-05,2019-01-14,10.0,93.0
81,2019-01-15,2019-01-26,93.0,138.0
81,2019-01-29,2019-02-04,138.0,83.0
81,2019-02-05,2019-02-10,83.0,138.0
81,2019-02-14,2019-03-15,138.0,115.0
81,2019-03-16,2019-03-26,115.0,32.0
81,2019-03-27,2019-04-01,32.0,115.0
81,2019-04-04,2019-04-13,115.0,32.0
81,2019-04-15,2019-04-19,32.0,115.0
81,2019-04-22,2019-05-04,115.0,104.0
81,2019-05-05,2019-05-20,104.0,149.0
81,2019-05-21,2019-06-04,149.0,104.0
81,2019-06-07,2019-06-19,104.0,149.0
81,2019-06-21,2019-07-05,149.0,104.0
81,2019-07-06,2019-07-18,104.0,149.0
81,2019-07-19,2019-08-09,149.0,177.0
81,2019-08-11,2019-08-28,177.0,58.0
81,2019-08-29,2019-09-13,58.0,99.0
81,2019-09-13,2019-09-14,99.0,32.0
81,2019-09-16,2019-09-21,32.0,115.0
81,2019-09-23,2019-10-06,115.0,104.0
81,2019-10-12,2019-10-24,104.0,149.0
81,2019-10-26,2019-11-21,149.0,10.0
82,2019-01-08,2019-01-19,99.0,38.0
82,2019-01-20,2019-02-13,38.0,99.0
82,2019-02-14,2019-02-25,99.0,70.0
82,2019-02-26,2019-03-28,70.0,138.0
82,2019-03-30,2019-04-12,138.0,122.0
82,2019-04-13,2019-04-26,122.0,138.0
82,2019-05-05,2019-05-22,138.0,56.0
82,2019-05-24,2019-05-28,56.0,84.0
82,2019-06-02,2019-06-03,84.0,37.0
82,2019-06-06,2019-06-08,37.0,24.0
82,2019-06-10,2019-07-03,24.0,138.0
82,2019-07-04,2019-08-12,138.0,115.0
82,2019-08-18,2019-08-24,115.0,99.0
82,2019-08-26,2019-09-03,99.0,154.0
82,2019-09-05,2019-09-18,154.0,104.0
82,2019-09-23,2019-10-11,104.0,154.0
82,2019-10-13,2019-10-22,154.0,99.0
82,2019-10-25,2019-11-05,99.0,40.0
82,2019-11-07,2019-12-02,40.0,138.0
83,2019-01-06,2019-01-16,51.0,100.0
83,2019-01-18,2019-01-29,100.0,51.0
83,2019-01-30,2019-02-18,51.0,100.0
83,2019-02-20,2019-02-28,100.0,65.0
83,2019-03-01,2019-03-14,65.0,156.0
83,2019-03-16,2019-03-30,156.0,51.0
83,2019-03-30,2019-04-16,51.0,73.0
83,2019-04-17,2019-04-27,73.0,30.0
83,2019-04-28,2019-05-07,30.0,90.0
83,2019-05-10,2019-06-03,90.0,22.0
83,2019-06-04,2019-06-18,22.0,73.0
83,2019-06-19,2019-07-04,73.0,22.0
83,2019-07-05,2019-07-16,22.0,104.0
83,2019-07-17,2019-08-03,104.0,13.0
83,2019-08-05,2019-08-15,13.0,104.0
83,2019-08-17,2019-09-11,104.0,13.0
83,2019-09-12,2019-09-24,13.0,104.0
83,2019-09-25,2019-10-06,104.0,149.0
83,2019-10-08,2019-10-26,149.0,104.0
83,2019-10-27,2019-11-19,104.0,13.0
84,2019-01-01,2019-01-14,21.0,111.0
84,2019-01-16,2019-01-29,111.0,100.0
84,2019-03-05,2019-03-14,100.0,143.0
84,2019-03-15,2019-04-07,143.0,90.0
84,2019-04-08,2019-04-13,90.0,13.0
84,2019-04-14,2019-04-20,13.0,90.0
84,2019-04-25,2019-04-29,90.0,7.0
84,2019-04-29,2019-05-03,7.0,90.0
84,2019-05-12,2019-05-19,90.0,13.0
84,2019-05-20,2019-05-24,13.0,90.0
84,2019-05-25,2019-05-29,90.0,7.0
84,2019-05-29,2019-06-03,7.0,90.0
84,2019-06-04,2019-06-14,90.0,7.0
84,2019-06-14,2019-06-24,7.0,104.0
84,2019-06-25,2019-07-10,104.0,54.0
84,2019-07-11,2019-07-13,54.0,90.0
84,2019-07-29,2019-07-31,90.0,54.0
84,2019-08-01,2019-08-02,54.0,115.0
84,2019-08-02,2019-08-11,115.0,100.0
84,2019-08-12,2019-08-22,100.0,143.0
84,2019-08-23,2019-09-03,143.0,104.0
84,2019-09-04,2019-09-16,104.0,88.0
84,2019-09-17,2019-09-22,88.0,115.0
84,2019-09-24,2019-09-30,115.0,100.0
84,2019-10-02,2019-10-14,100.0,40.0
84,2019-10-15,2019-10-27,40.0,100.0
84,2019-10-29,2019-11-14,100.0,154.0
84,2019-11-16,2019-11-26,154.0,100.0
85,2019-09-04,2019-09-15,72.0,104.0
85,2019-09-17,2019-09-29,104.0,76.0
85,2019-10-01,2019-10-16,76.0,104.0
85,2019-10-18,2019-10-29,104.0,13.0
85,2019-11-02,2019-11-12,13.0,104.0
85,2019-11-13,2019-11-25,104.0,13.0
85,2019-12-02,2019-12-30,13.0,138.0
86,2019-01-02,2019-01-11,7.0,104.0
86,2019-01-12,2019-01-25,104.0,13.0
86,2019-01-27,2019-02-08,13.0,90.0
86,2019-04-25,2019-05-01,90.0,60.0
86,2019-05-02,2019-05-09,60.0,90.0
86,2019-05-16,2019-05-20,90.0,76.0
86,2019-05-21,2019-05-31,76.0,92.0
86,2019-06-01,2019-06-14,92.0,30.0
86,2019-06-14,2019-06-23,30.0,154.0
86,2019-06-24,2019-06-24,154.0,76.0
86,2019-07-24,2019-07-31,76.0,115.0
86,2019-08-01,2019-08-06,115.0,90.0
86,2019-08-18,2019-08-25,90.0,60.0
86,2019-08-28,2019-09-03,60.0,90.0
86,2019-09-04,2019-09-10,90.0,152.0
86,2019-09-10,2019-09-16,152.0,90.0
86,2019-09-19,2019-09-24,90.0,7.0
86,2019-09-24,2019-10-05,7.0,104.0
86,2019-10-06,2019-10-19,104.0,13.0
86,2019-10-20,2019-10-25,13.0,90.0
86,2019-11-09,2019-11-16,90.0,70.0
86,2019-11-20,2019-11-28,70.0,90.0
86,2019-12-25,2019-12-27,90.0,121.0
87,2019-01-10,2019-01-25,149.0,100.0
87,2019-01-27,2019-02-04,100.0,139.0
87,2019-02-05,2019-02-18,139.0,104.0
87,2019-02-19,2019-03-02,104.0,14.0
87,2019-03-03,2019-03-10,14.0,7.0
87,2019-03-17,2019-03-28,7.0,104.0
87,2019-03-29,2019-04-08,104.0,14.0
87,2019-04-09,2019-04-23,14.0,104.0
87,2019-04-24,2019-05-06,104.0,14.0
87,2019-05-07,2019-05-19,14.0,104.0
87,2019-05-20,2019-06-01,104.0,14.0
87,2019-06-02,2019-06-13,14.0,54.0
87,2019-07-12,2019-07-16,54.0,115.0
87,2019-07-23,2019-08-04,115.0,104.0
87,2019-08-05,2019-08-15,104.0,14.0
87,2019-08-17,2019-08-27,14.0,104.0
87,2019-08-27,2019-09-08,104.0,14.0
87,2019-09-10,2019-09-22,14.0,104.0
87,2019-09-23,2019-10-04,104.0,149.0
87,2019-10-05,2019-10-18,149.0,104.0
87,2019-10-19,2019-10-29,104.0,14.0
87,2019-10-30,2019-11-11,14.0,104.0
87,2019-11-12,2019-11-25,104.0,14.0
87,2019-11-26,2019-12-07,14.0,104.0
88,2019-01-13,2019-01-23,149.0,104.0
88,2019-01-25,2019-02-06,104.0,149.0
88,2019-02-08,2019-02-20,149.0,104.0
88,2019-02-21,2019-03-05,104.0,149.0
88,2019-03-07,2019-03-18,149.0,104.0
88,2019-03-18,2019-03-30,104.0,88.0
88,2019-03-31,2019-04-16,88.0,104.0
88,2019-04-18,2019-05-01,104.0,14.0
88,2019-05-02,2019-05-12,14.0,104.0
88,2019-05-13,2019-05-27,104.0,149.0
88,2019-05-28,2019-06-09,149.0,104.0
88,2019-07-05,2019-07-17,104.0,14.0
88,2019-07-18,2019-07-28,14.0,104.0
88,2019-07-30,2019-08-09,104.0,149.0
88,2019-08-12,2019-08-24,149.0,54.0
88,2019-08-24,2019-08-25,54.0,115.0
88,2019-09-20,2019-10-01,115.0,104.0
88,2019-10-03,2019-10-14,104.0,149.0
88,2019-10-15,2019-10-28,149.0,104.0
88,2019-10-29,2019-11-09,104.0,14.0
88,2019-11-11,2019-11-24,14.0,104.0
88,2019-11-25,2019-12-05,104.0,14.0
88,2019-12-06,2019-12-16,14.0,104.0
89,2019-01-01,2019-01-12,13.0,104.0
89,2019-01-13,2019-01-23,104.0,14.0
89,2019-01-24,2019-02-10,14.0,104.0
89,2019-02-11,2019-02-22,104.0,149.0
89,2019-02-24,2019-03-07,149.0,104.0
89,2019-03-08,2019-03-19,104.0,149.0
89,2019-03-22,2019-04-05,149.0,104.0
89,2019-04-06,2019-04-16,104.0,14.0
89,2019-04-17,2019-04-30,14.0,104.0
89,2019-05-02,2019-05-14,104.0,149.0
89,2019-05-15,2019-05-26,149.0,104.0
89,2019-05-27,2019-06-07,104.0,149.0
89,2019-06-09,2019-06-24,149.0,104.0
89,2019-06-25,2019-07-11,104.0,88.0
89,2019-07-12,2019-07-19,88.0,54.0
89,2019-07-22,2019-07-23,54.0,115.0
89,2019-08-17,2019-08-30,115.0,104.0
89,2019-08-31,2019-09-13,104.0,149.0
89,2019-09-14,2019-09-27,149.0,104.0
89,2019-09-28,2019-10-09,104.0,14.0
89,2019-10-09,2019-10-20,14.0,104.0
89,2019-10-21,2019-11-01,104.0,88.0
89,2019-11-02,2019-11-14,88.0,104.0
89,2019-11-15,2019-11-28,104.0,149.0
89,2019-11-29,2019-12-10,149.0,104.0
90,2019-01-01,2019-01-29,104.0,59.0
90,2019-01-30,2019-03-03,59.0,38.0
90,2019-03-04,2019-03-16,38.0,104.0
90,2019-03-18,2019-03-29,104.0,58.0
90,2019-03-29,2019-04-11,58.0,104.0
90,2019-04-12,2019-04-24,104.0,38.0
90,2019-04-25,2019-05-11,38.0,104.0
90,2019-05-12,2019-05-24,104.0,62.0
90,2019-05-25,2019-05-28,62.0,72.0
90,2019-05-31,2019-06-11,72.0,104.0
90,2019-06-12,2019-06-25,104.0,58.0
90,2019-06-25,2019-07-08,58.0,104.0
90,2019-07-08,2019-07-21,104.0,72.0
90,2019-07-21,2019-08-05,72.0,104.0
90,2019-08-06,2019-08-18,104.0,72.0
90,2019-08-22,2019-09-02,72.0,104.0
90,2019-09-03,2019-09-15,104.0,58.0
90,2019-09-16,2019-10-02,58.0,104.0
90,2019-10-03,2019-10-15,104.0,58.0
90,2019-10-15,2019-10-29,58.0,104.0
90,2019-11-24,2019-12-08,104.0,38.0
91,2019-01-21,2019-01-22,115.0,54.0
91,2019-01-27,2019-01-27,54.0,115.0
91,2019-01-31,2019-02-09,115.0,111.0
91,2019-02-10,2019-03-01,111.0,100.0
91,2019-03-07,2019-03-15,100.0,111.0
91,2019-03-18,2019-03-26,111.0,100.0
91,2019-03-27,2019-04-05,100.0,139.0
91,2019-04-05,2019-04-19,139.0,100.0
91,2019-04-26,2019-05-11,100.0,111.0
91,2019-05-12,2019-05-15,111.0,34.0
91,2019-05-15,2019-05-29,34.0,100.0
91,2019-06-11,2019-06-20,100.0,111.0
91,2019-06-21,2019-07-04,111.0,100.0
91,2019-07-08,2019-07-19,100.0,111.0
91,2019-07-19,2019-08-02,111.0,100.0
91,2019-08-06,2019-08-19,100.0,139.0
91,2019-08-19,2019-09-22,139.0,175.0
91,2019-09-23,2019-10-24,175.0,111.0
91,2019-10-24,2019-10-27,111.0,34.0
91,2019-10-27,2019-11-08,34.0,104.0
91,2019-11-10,2019-11-22,104.0,13.0
91,2019-11-27,2019-12-10,13.0,104.0
92,2019-02-02,2019-02-17,71.0,69.0
92,2019-02-17,2019-02-27,69.0,34.0
92,2019-02-28,2019-03-13,34.0,69.0
92,2019-03-14,2019-04-01,69.0,34.0
92,2019-04-02,2019-04-26,34.0,69.0
92,2019-04-27,2019-05-22,69.0,115.0
92,2019-05-27,2019-06-25,115.0,34.0
92,2019-06-25,2019-07-05,34.0,69.0
92,2019-07-07,2019-07-28,69.0,149.0
92,2019-07-30,2019-08-24,149.0,34.0
92,2019-08-25,2019-08-31,34.0,69.0
92,2019-09-02,2019-09-10,69.0,88.0
92,2019-09-11,2019-09-19,88.0,69.0
92,2019-09-21,2019-09-27,69.0,22.0
92,2019-09-29,2019-10-12,22.0,69.0
92,2019-10-13,2019-10-29,69.0,149.0
92,2019-10-30,2019-11-24,149.0,104.0
92,2019-11-25,2019-12-13,104.0,58.0
93,2019-01-01,2019-01-23,13.0,10.0
93,2019-01-24,2019-01-26,10.0,105.0
93,2019-01-27,2019-01-31,105.0,138.0
93,2019-02-02,2019-02-14,138.0,122.0
93,2019-02-15,2019-02-26,122.0,10.0
93,2019-03-01,2019-03-08,10.0,6.0
93,2019-03-13,2019-03-20,6.0,10.0
93,2019-03-23,2019-04-03,10.0,105.0
93,2019-04-05,2019-04-07,105.0,10.0
93,2019-04-21,2019-04-30,10.0,6.0
93,2019-05-01,2019-05-09,6.0,10.0
93,2019-06-09,2019-06-12,10.0,105.0
93,2019-06-13,2019-06-15,105.0,10.0
93,2019-07-01,2019-07-09,10.0,6.0
93,2019-07-11,2019-07-16,6.0,10.0
93,2019-07-18,2019-07-22,10.0,105.0
93,2019-07-23,2019-07-25,105.0,10.0
93,2019-08-19,2019-08-21,10.0,105.0
93,2019-08-22,2019-08-24,105.0,10.0
93,2019-09-02,2019-09-11,10.0,138.0
93,2019-09-13,2019-09-28,138.0,144.0
93,2019-10-01,2019-10-05,144.0,153.0
93,2019-10-06,2019-10-27,153.0,105.0
93,2019-10-28,2019-10-30,105.0,10.0
93,2019-11-07,2019-11-20,10.0,6.0
93,2019-11-23,2019-11-28,6.0,138.0
94,2019-01-02,2019-01-04,34.0,130.0
94,2019-01-05,2019-01-18,130.0,99.0
94,2019-01-19,2019-02-28,99.0,73.0
94,2019-03-01,2019-03-11,73.0,130.0
94,2019-03-12,2019-03-27,130.0,73.0
94,2019-04-10,2019-04-21,73.0,71.0
94,2019-04-22,2019-04-24,71.0,130.0
94,2019-04-25,2019-05-10,130.0,99.0
94,2019-05-12,2019-05-28,99.0,76.0
94,2019-05-29,2019-06-04,76.0,54.0
94,2019-07-29,2019-07-30,54.0,115.0
94,2019-08-12,2019-08-17,115.0,100.0
94,2019-08-18,2019-08-28,100.0,51.0
94,2019-08-29,2019-09-17,51.0,99.0
94,2019-09-19,2019-10-02,99.0,65.0
94,2019-10-03,2019-10-13,65.0,99.0
94,2019-10-15,2019-10-21,99.0,154.0
94,2019-10-22,2019-11-05,154.0,99.0
94,2019-11-07,2019-11-22,99.0,22.0
94,2019-11-24,2019-12-09,22.0,99.0
94,2019-12-10,2019-12-21,99.0,34.0
94,2019-12-23,2019-12-25,34.0,39.0
95,2019-01-09,2019-01-20,149.0,99.0
95,2019-02-18,2019-02-19,99.0,32.0
95,2019-02-20,2019-03-02,32.0,149.0
95,2019-03-04,2019-03-13,149.0,32.0
95,2019-03-14,2019-03-24,32.0,149.0
95,2019-03-26,2019-04-04,149.0,32.0
95,2019-04-05,2019-04-16,32.0,80.0
95,2019-04-17,2019-04-24,80.0,115.0
95,2019-04-24,2019-05-03,115.0,32.0
95,2019-05-05,2019-05-13,32.0,98.0
95,2019-05-14,2019-05-24,98.0,115.0
95,2019-06-11,2019-06-24,115.0,32.0
95,2019-06-27,2019-07-08,32.0,18.0
95,2019-07-08,2019-07-18,18.0,99.0
95,2019-07-26,2019-07-26,99.0,32.0
95,2019-07-28,2019-08-06,32.0,18.0
95,2019-08-07,2019-08-10,18.0,154.0
95,2019-08-10,2019-08-21,154.0,32.0
95,2019-08-22,2019-08-31,32.0,18.0
95,2019-09-01,2019-09-11,18.0,32.0
95,2019-09-12,2019-10-06,32.0,115.0
95,2019-10-06,2019-10-13,115.0,32.0
95,2019-10-14,2019-11-10,32.0,99.0
95,2019-11-16,2019-11-17,99.0,32.0
95,2019-11-18,2019-12-07,32.0,88.0
95,2019-12-08,2019-12-15,88.0,99.0
95,2019-12-20,2019-12-21,99.0,32.0
96,2019-01-18,2019-01-20,99.0,73.0
96,2019-01-21,2019-01-31,73.0,7.0
96,2019-02-01,2019-02-15,7.0,23.0
96,2019-02-16,2019-03-07,23.0,99.0
96,2019-03-10,2019-03-11,99.0,73.0
96,2019-03-12,2019-03-21,73.0,7.0
96,2019-03-22,2019-03-29,7.0,30.0
96,2019-03-29,2019-04-09,30.0,32.0
96,2019-04-10,2019-04-26,32.0,80.0
96,2019-04-27,2019-05-06,80.0,99.0
96,2019-05-10,2019-05-11,99.0,32.0
96,2019-05-13,2019-05-22,32.0,152.0
96,2019-05-23,2019-06-02,152.0,73.0
96,2019-06-03,2019-06-11,73.0,7.0
96,2019-06-11,2019-06-15,7.0,111.0
96,2019-06-16,2019-06-17,111.0,34.0
96,2019-06-19,2019-06-29,34.0,32.0
96,2019-07-02,2019-07-11,32.0,74.0
96,2019-07-13,2019-07-14,74.0,88.0
96,2019-07-15,2019-07-23,88.0,32.0
96,2019-07-26,2019-07-27,32.0,73.0
96,2019-07-28,2019-08-06,73.0,34.0
96,2019-08-08,2019-08-13,34.0,11.0
96,2019-08-14,2019-08-23,11.0,99.0
96,2019-08-24,2019-08-24,99.0,32.0
96,2019-08-25,2019-09-02,32.0,7.0
